state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1
WI,2023,sports_ban,SB378,Segregates public school sports by sex assigned at birth and allows females denied oppurtunities because of violations of this bill to pursue civil action.,2,0,-99.0,legislative,"Knodl, Daniel, Quinn, Romaine Robert, Marklien, Howard L. Hutton, Rob, Tomczyk, Cory",GOP,Sports,restricting,https://docs.legis.wisconsin.gov/2023/proposals/sb378,AB377 is house equivalent,Avery,0,restrictive
WI,2023,panic_defense_prohibition,SB307,Bans the gay/trans panic defense,2,0,-99.0,legislative,"Carpenter, Tim, Spreitzer, Mark, Agard, Melissa, Hesselbein, Diane H.,Larson, Chris, Roys, Kelda, Smith, Jeff",DEM,Safety,expanding,https://docs.legis.wisconsin.gov/2023/proposals/sb307,AB307 is house equivalent,Avery,0,expansive
WI,2023,conversion_therapy_expand,SB4,States that it is not unprofessional conduct for a social worker or therapist to try to promote an intervention that will change a patient's gender or sexual orientation,2,0,-99.0,legislative,"Joint Committe For Review of Administrative Rules (Nass, Stephen, Neylon, Adam, Stroebel, Duey, Bradley, Julian, Roys, Kelda, Larson, Chris,Peterson, Kevin, Spiros, John, Conley, Sue S., Baldeh, Samba)",Bipartisan,Medical,restricting,https://docs.legis.wisconsin.gov/2023/related/proposals/sb4,AB3 is House equivalent,Avery,0,restrictive
KY,2023,parental_rights_general,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99.0,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive
KY,2023,discussion_ban,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99.0,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive
KY,2023,forced_outing,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99.0,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive
KY,2023,name_pronoun_restriction,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99.0,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive
KY,2023,parental_rights_transition,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99.0,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive
KY,2023,parental_rights_general,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schols should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or reccomend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made avaliable to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,45014.0,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Education,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive
KY,2023,parental_rights_transition,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schols should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or reccomend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made avaliable to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,45014.0,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Education,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive
KY,2023,discussion_ban,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schols should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or reccomend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made avaliable to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,45014.0,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Education,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive
KY,2023,school_accom_restriction,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schols should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or reccomend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made avaliable to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,45014.0,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Education,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive
KY,2023,care_ban_minor,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schols should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or reccomend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made avaliable to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,45014.0,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Medical,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive
KY,2023,lgbt_descrim_protect,SB130,"Defines gender identity as how one identifies, regardless of their AGAB, defines sexual orientation, and adds both to existing Kentucky antidiscrimination law for employment, public accomidations, and housing and adds gender identity and sexual orientation to the committe already tasked with enforcing antidsicrimination law. Changes some language to be gender neutral instead of masculine (not sure if this is a substantive change)",2,0,-99.0,legislative,"Neal, Gerald, Thomas, Reginald",DEM,Discrimination,expanding,https://legiscan.com/KY/bill/SB130/2023,HB293 is House equivalent,Avery,0,expansive
KY,2023,inclusive_language,SB130,"Defines gender identity as how one identifies, regardless of their AGAB, defines sexual orientation, and adds both to existing Kentucky antidiscrimination law for employment, public accomidations, and housing and adds gender identity and sexual orientation to the committe already tasked with enforcing antidsicrimination law. Changes some language to be gender neutral instead of masculine (not sure if this is a substantive change)",2,0,-99.0,legislative,"Neal, Gerald, Thomas, Reginald",DEM,Other,expanding,https://legiscan.com/KY/bill/SB130/2023,HB293 is House equivalent,Avery,0,expansive
KY,2023,parental_rights_general,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Education,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,forced_outing,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Education,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,discussion_ban,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Education,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,school_accom_restriction,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions unless it is casually mentioning one's spouse in coversation, and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Education,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,promotion_ban,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Other,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,drag_restriction,SB102,"Defines biological sex as one's AGAB, defines ""community standard of dress"" to include, among other things, the biological sex of the person wearing the clothes. Establishes the fundamental right of parents to make decisions regarding their child's care and upbringing without obstruction from schools, gives parents the right to view all educational records regarding their children, requires parental consent before children are given health screenings or recorded, to know the identity of individuals interacting with their chidlren at schools, to view and make copies of curricular materials. Mandates the school inform parents if a child expresses changes in their gender identity, new name, pronoun, etc, among other things. Bans certian types of DEI training and teachers from encouraging the creation of  affinity clubs, (could ban GSA's). Seperates accomdations such as bathrooms, locker rooms, sleeping quarters, etc by biological sex in school. States that school is not the space for social or political advocacy and bans discussions on gender expression not congruent with biological sex or sexual orientation for grades k-8 and bans teachers discussing those topics with their students in grades 9-12 unless there is a curricualr reason. Bans teachers from discussing their own gender identities or sexual orientaions and from hanging pride flags. Bans drag preformances on public property and states that drag has no educational value.",2,0,-99.0,legislative,"Tichenour, Lindsay, Frommmeyer, Shelly, Boswell, Gary, Girdler, Rick, Mills, Robert, Southworth, Adrienne, Turner, Johnnie, Williams, Gex",GOP,Public Presence,restricting,https://legiscan.com/KY/bill/SB102/2023,"HB173 is house equivalent, this bill was withdrawn.",Avery,0,restrictive
KY,2023,care_ban_minor,HB470,"Bans gender affirming care to those under 18 and makes offering it an offense that could result in the removal of one's medical lisence and funding, and opeining up healthcare providers to liability. Bans any public money from being used to fund gender affirming care for minors. Gives a long list of reasons for why one can sue after being provided gender affirming care, including damaged relationships between parents and children and loss of ability to have biological parenthood. Bans insurance from covering gender affirming care for those under 18 (makes insurance comapy liable). Bans name changes for those under 18 if it is for gender transition reasons. Bans juvinile justice department from categorizing minors by anything other than their biological sex.",3,0,-99.0,legislative,"Henson Decker, Jennifer, Tipton, James, Baker, Shane, Bratcher, Steve, Bridges, Randy, Callaway, Emily, Calloway, Josh, Dotson, Ryan, Elliot, Daniel, Fister, Daniel, Flannery, Patrick, Frazier Gordon, Deanna, Fugate, Chris, Gooch, Jim, Hale, David, Heath, Richard, Hodgson, John, Imes, Mary, Johnson, DJ, King, Kim, Lockett, Matt, Massaroni, Candy, McCool, Bobby, McPherson, Shawn, Neighbors, Amy, Petrie, Jason, Proctor, Marianne, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Rudy, Steven, Sharp, Scott, Tate, Nancy, Thomas, Walker, Truett, Timmy, Upchurch, Ken, Webber, Russel, Wesley, Bill, Williams, Wade",GOP,Medical,restricting,https://legiscan.com/KY/bill/HB470/2023,,Avery,0,restrictive
KY,2023,insurance_coverage_ban_youth,HB470,"Bans gender affirming care to those under 18 and makes offering it an offense that could result in the removal of one's medical lisence and funding, and opeining up healthcare providers to liability. Bans any public money from being used to fund gender affirming care for minors. Gives a long list of reasons for why one can sue after being provided gender affirming care, including damaged relationships between parents and children and loss of ability to have biological parenthood. Bans insurance from covering gender affirming care for those under 18 (makes insurance comapy liable). Bans name changes for those under 18 if it is for gender transition reasons. Bans juvinile justice department from categorizing minors by anything other than their biological sex.",2,0,-99.0,legislative,"Henson Decker, Jennifer, Tipton, James, Baker, Shane, Bratcher, Steve, Bridges, Randy, Callaway, Emily, Calloway, Josh, Dotson, Ryan, Elliot, Daniel, Fister, Daniel, Flannery, Patrick, Frazier Gordon, Deanna, Fugate, Chris, Gooch, Jim, Hale, David, Heath, Richard, Hodgson, John, Imes, Mary, Johnson, DJ, King, Kim, Lockett, Matt, Massaroni, Candy, McCool, Bobby, McPherson, Shawn, Neighbors, Amy, Petrie, Jason, Proctor, Marianne, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Rudy, Steven, Sharp, Scott, Tate, Nancy, Thomas, Walker, Truett, Timmy, Upchurch, Ken, Webber, Russel, Wesley, Bill, Williams, Wade",GOP,Medical,restricting,https://legiscan.com/KY/bill/HB470/2023,,Avery,0,restrictive
KY,2023,liability_extension,HB470,"Bans gender affirming care to those under 18 and makes offering it an offense that could result in the removal of one's medical lisence and funding, and opeining up healthcare providers to liability. Bans any public money from being used to fund gender affirming care for minors. Gives a long list of reasons for why one can sue after being provided gender affirming care, including damaged relationships between parents and children and loss of ability to have biological parenthood. Bans insurance from covering gender affirming care for those under 18 (makes insurance comapy liable). Bans name changes for those under 18 if it is for gender transition reasons. Bans juvinile justice department from categorizing minors by anything other than their biological sex.",2,0,-99.0,legislative,"Henson Decker, Jennifer, Tipton, James, Baker, Shane, Bratcher, Steve, Bridges, Randy, Callaway, Emily, Calloway, Josh, Dotson, Ryan, Elliot, Daniel, Fister, Daniel, Flannery, Patrick, Frazier Gordon, Deanna, Fugate, Chris, Gooch, Jim, Hale, David, Heath, Richard, Hodgson, John, Imes, Mary, Johnson, DJ, King, Kim, Lockett, Matt, Massaroni, Candy, McCool, Bobby, McPherson, Shawn, Neighbors, Amy, Petrie, Jason, Proctor, Marianne, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Rudy, Steven, Sharp, Scott, Tate, Nancy, Thomas, Walker, Truett, Timmy, Upchurch, Ken, Webber, Russel, Wesley, Bill, Williams, Wade",GOP,Medical,restricting,https://legiscan.com/KY/bill/HB470/2023,,Avery,0,restrictive
KY,2023,name_change_negative,HB470,"Bans gender affirming care to those under 18 and makes offering it an offense that could result in the removal of one's medical lisence and funding, and opeining up healthcare providers to liability. Bans any public money from being used to fund gender affirming care for minors. Gives a long list of reasons for why one can sue after being provided gender affirming care, including damaged relationships between parents and children and loss of ability to have biological parenthood. Bans insurance from covering gender affirming care for those under 18 (makes insurance comapy liable). Bans name changes for those under 18 if it is for gender transition reasons. Bans juvinile justice department from categorizing minors by anything other than their biological sex.",2,0,-99.0,legislative,"Henson Decker, Jennifer, Tipton, James, Baker, Shane, Bratcher, Steve, Bridges, Randy, Callaway, Emily, Calloway, Josh, Dotson, Ryan, Elliot, Daniel, Fister, Daniel, Flannery, Patrick, Frazier Gordon, Deanna, Fugate, Chris, Gooch, Jim, Hale, David, Heath, Richard, Hodgson, John, Imes, Mary, Johnson, DJ, King, Kim, Lockett, Matt, Massaroni, Candy, McCool, Bobby, McPherson, Shawn, Neighbors, Amy, Petrie, Jason, Proctor, Marianne, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Rudy, Steven, Sharp, Scott, Tate, Nancy, Thomas, Walker, Truett, Timmy, Upchurch, Ken, Webber, Russel, Wesley, Bill, Williams, Wade",GOP,Legal Recognition,restricting,https://legiscan.com/KY/bill/HB470/2023,,Avery,0,restrictive
