state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
OK,2023,sports_ban,SB937,"Defines male and female as one's AGAB, uses odd reasoning stating that gender identity is some form of religion to ban schools from promoting ""sexual orientation orthodoxy"" because it fails the Lemon Test, brings in First Ammendment law and the Establishment Clause. This includes banning teaching about gender identity and sexual orientation without parent's permission. Bans students from being on sports teams or using locker rooms or bathrooms that do not match their AGAB, drag queen story hour, bans discriminating against students or staff for believing in or failing to believe in sexual orientation orthodoxy (not sure if this is pro or anti discrimination, very odd bill), States that if part of this bill is struck down, the rest of it should still be enforced. Then this bill goes on to explain why the LGBT community is a closed system and a religion and uses a lot of constitutional precedent to try to explain this bill.",2,0,-99,legislative,"Jett, Shane",GOP,Sports,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB937&session=2300,Wacky definitions for things,Avery,0,restrictive,Sports
OK,2023,school_accom_restriction,SB937,"Defines male and female as one's AGAB, uses odd reasoning stating that gender identity is some form of religion to ban schools from promoting ""sexual orientation orthodoxy"" because it fails the Lemon Test, brings in First Ammendment law and the Establishment Clause. This includes banning teaching about gender identity and sexual orientation without parent's permission. Bans students from being on sports teams or using locker rooms or bathrooms that do not match their AGAB, drag queen story hour, bans discriminating against students or staff for believing in or failing to believe in sexual orientation orthodoxy (not sure if this is pro or anti discrimination, very odd bill), States that if part of this bill is struck down, the rest of it should still be enforced. Then this bill goes on to explain why the LGBT community is a closed system and a religion and uses a lot of constitutional precedent to try to explain this bill.",2,0,-99,legislative,"Jett, Shane",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB937&session=2300,Wacky definitions for things,Avery,0,restrictive,Education
OK,2023,drag_restriction,SB937,"Defines male and female as one's AGAB, uses odd reasoning stating that gender identity is some form of religion to ban schools from promoting ""sexual orientation orthodoxy"" because it fails the Lemon Test, brings in First Ammendment law and the Establishment Clause. This includes banning teaching about gender identity and sexual orientation without parent's permission. Bans students from being on sports teams or using locker rooms or bathrooms that do not match their AGAB, drag queen story hour, bans discriminating against students or staff for believing in or failing to believe in sexual orientation orthodoxy (not sure if this is pro or anti discrimination, very odd bill), States that if part of this bill is struck down, the rest of it should still be enforced. Then this bill goes on to explain why the LGBT community is a closed system and a religion and uses a lot of constitutional precedent to try to explain this bill.",2,0,-99,legislative,"Jett, Shane",GOP,Public Presence,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB937&session=2300,Wacky definitions for things,Avery,0,restrictive,Public_Precence
OK,2023,lgbt_as_religion,SB937,"Defines male and female as one's AGAB, uses odd reasoning stating that gender identity is some form of religion to ban schools from promoting ""sexual orientation orthodoxy"" because it fails the Lemon Test, brings in First Ammendment law and the Establishment Clause. This includes banning teaching about gender identity and sexual orientation without parent's permission. Bans students from being on sports teams or using locker rooms or bathrooms that do not match their AGAB, drag queen story hour, bans discriminating against students or staff for believing in or failing to believe in sexual orientation orthodoxy (not sure if this is pro or anti discrimination, very odd bill), States that if part of this bill is struck down, the rest of it should still be enforced. Then this bill goes on to explain why the LGBT community is a closed system and a religion and uses a lot of constitutional precedent to try to explain this bill.",2,0,-99,legislative,"Jett, Shane",GOP,Legal Recognition,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB937&session=2300,Wacky definitions for things,Avery,0,restrictive,Legal
OK,2023,discussion_restriction,SB935,Uses constutitional law to argue that critical race theory is a religon and that teaching it fails the Lemon Test. Bans requiring students in public universities from learning about gender or sexual orientation diversity training and bans teaching CRT at public schools.,2,0,-99,legislative,"Jett, Shane",GOP,Other,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB935&session=2300,Stop W.O.K.E. Act,Avery,0,restrictive,Other
OK,2023,divisive_content_ban,SB935,Uses constutitional law to argue that critical race theory is a religon and that teaching it fails the Lemon Test. Bans requiring students in public universities from learning about gender or sexual orientation diversity training and bans teaching CRT at public schools.,2,0,-99,legislative,"Jett, Shane",GOP,Other,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB935&session=2300,Stop W.O.K.E. Act,Avery,0,restrictive,Other
OK,2023,deny_healthcare_beliefs,SB887,"States that medical practitioners, healthcare instututions, and insurance companies have the right not to participate in or pay for any service that violates their conscience, without liability or discrimination for their decision.",2,0,-99,legislative,Jett. Shane,GOP,Medical,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB887&session=2300,Doesn't mention GAC by name like it does abortion but would likely still impact GAC access,Avery,0,restrictive,Health
OK,2023,deny_healthcare_beliefs,SB887,"States that medical practitioners, healthcare instututions, and insurance companies have the right not to participate in or pay for any service that violates their conscience, without liability or discrimination for their decision.",2,0,-99,legislative,Jett. Shane,GOP,Medical,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB887&session=2300,Doesn't mention GAC by name like it does abortion but would likely still impact GAC access,Avery,0,restrictive,Health
OK,2023,parental_rights_transition,SB30,"Requires school districts notify parents about changes in their childs mental/physical health except in cases of abuse, requires consent from parents before children are alllowed to go by names other than their legal name at school or by a pronoun other than the one that corresponds to the student's biological sex. Bans classroom discussions on gender identity and sexual orientation between kintergarten and 6th grade. Requires parental consent betore students fill out well being questionaires or health screenings",2,0,-99,legislative,"Rogers, Cody",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB30&session=2300,,Avery,0,restrictive,Education
OK,2023,discussion_ban,SB30,"Requires school districts notify parents about changes in their childs mental/physical health except in cases of abuse, requires consent from parents before children are alllowed to go by names other than their legal name at school or by a pronoun other than the one that corresponds to the student's biological sex. Bans classroom discussions on gender identity and sexual orientation between kintergarten and 6th grade. Requires parental consent betore students fill out well being questionaires or health screenings",2,0,-99,legislative,"Rogers, Cody",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB30&session=2300,,Avery,0,restrictive,Education
OK,2023,anti_esg,SB1004,Anti ESG law that states that Oklahoma pension investment decisions cannot be made on the basis of (alongside other things) a company's views/policies on access to gender affirming care.,2,0,-99,legislative,"Jett, Shane",GOP,Economics,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1004&session=2300,,Avery,0,restrictive,Economics
OK,2023,parental_rights_discussion,SB131,"Edits existing parental rights law to make parents have to consent to all physical and mental healthcare their children recieve, and makes witholding any relevant information about a child's mental, physical or emotional health a fireable offense for a school district employee. Requires written parental consent before sex ed class, and any class discussions on gender, gender roles, gender identity, sexual orientation, and romantic or sexual relationships. Allows parents to withdraw their child from any extracurricular activity they do not agree with.",2,0,-99,legislative,"Rogers, Cody",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB131&session=2300,Called the Parents Bill of RIghts,Avery,0,restrictive,Education
OK,2023,parental_rights_guidance,SB131,"Edits existing parental rights law to make parents have to consent to all physical and mental healthcare their children recieve, and makes witholding any relevant information about a child's mental, physical or emotional health a fireable offense for a school district employee. Requires written parental consent before sex ed class, and any class discussions on gender, gender roles, gender identity, sexual orientation, and romantic or sexual relationships. Allows parents to withdraw their child from any extracurricular activity they do not agree with.",2,0,-99,legislative,"Rogers, Cody",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB131&session=2300,Called the Parents Bill of RIghts,Avery,0,restrictive,Education
OK,2023,discussion_ban,SB973,"Bans teaching about sexual orientation or gender identity in grades k-6. Mandates that in grades where discussion on these topics is allowed that the teacher must spend equal time on the ""two gender perspective"".",2,0,-99,legislative,"Jett, Shane",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB973&session=2300,,Avery,0,restrictive,Education
OK,2023,anti_lgbt_instruction_require,SB973,"Bans teaching about sexual orientation or gender identity in grades k-6. Mandates that in grades where discussion on these topics is allowed that the teacher must spend equal time on the ""two gender perspective"".",2,0,-99,legislative,"Jett, Shane",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB973&session=2300,,Avery,0,restrictive,Education
OK,2023,drag_restriction,HB2736,Bans knowingly presenting drag preformances to minors.,2,0,-99,legislative,"Duel, Collin",GOP,Public Presence,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB2736&session=2300,,Avery,0,restrictive,Public_Precence
OK,2023,parental_rights_general,HB1781,"Allows parents to review any learning materiels, school budgets, expenditures, contracts, and agreements. Allows parents to object to any academic or non-academic learning material, program, or activity because it questions practices/beliefs regarding race, sex, and gender idnetity. Requires opting in to sex ed and any presentations/lessons regarding morality, religion, race, gender, gender idneity. Requires written consent before students participate in DEI lessons. Requires opting in to surveys. Bans schools from seeking outside mental help for a student and requires parental consent before students recieve therapy.",2,0,-99,legislative,"Williams, Danny",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1781&session=2300,,Avery,0,restrictive,Education
OK,2023,parental_rights_discussion,HB1781,"Allows parents to review any learning materiels, school budgets, expenditures, contracts, and agreements. Allows parents to object to any academic or non-academic learning material, program, or activity because it questions practices/beliefs regarding race, sex, and gender idnetity. Requires opting in to sex ed and any presentations/lessons regarding morality, religion, race, gender, gender idneity. Requires written consent before students participate in DEI lessons. Requires opting in to surveys. Bans schools from seeking outside mental help for a student and requires parental consent before students recieve therapy.",2,0,-99,legislative,"Williams, Danny",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1781&session=2300,,Avery,0,restrictive,Education
OK,2023,book_ban_allow,SB1017,"Ammends existing law to ban survey questions on gender and sexuality in schools. Bans having books where the primary subject is LGBT issues or ""recreational seuxaization"" in school libraries.",2,0,-99,legislative,"Jett, Shane",GOP,Public Presence,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1017&session=2300,,Avery,0,restrictive,Public_Precence
OK,2023,divisive_content_funding,SB943,"Directs state financial aid to parents to spend on educational expenses (including private school tuition) (ie school vouchers), punishes public schools that teach about (among other things) gender identity, sexual orientation, climate change, and employ furries by labeling them as trigger districts, which allows parents to use public money to send their children to private schools instead of these trigger districts.",2,0,-99,legislative,"Jett, Shane",GOP,Education,restricting,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB943&session=2300,,Avery,0,restrictive,Education
OK,2023,lgbt_discrim_protect,HB2119,"Adds gender identity, gender expression, and sexual orientation to existing antidiscrimination law involving employment andhousing,",2,0,99,legislative,"Swope, Amanda, Deck, Jared",DEM,Discrimination,expanding,https://legiscan.com/OK/bill/HB2119/2023,,Avery,0,expansive,Discrimination
OK,2023,dei_ban,SB932,"Prohibits school employees, volunteers, and contractors from using a name or pronoun for a minor other than the one listed on their birth certificate/ their AGAB without written consent from the student's parent. Allows employees to misgender students even after given permission to use the right pronoun when it conflicts with their moral convictions.",2,0,-99,legislative,"Dahm, Nathan",GOP,Other,restricting,https://legiscan.com/OK/bill/SB348/2023,,Avery,0,restrictive,Other
OK,2023,name_pronoun_restriction,SB1072,"Defines grooming as "" the diberate act of bringing a child into a sexual, political, or racial ideology, practice, cult, or lifestyle without the knowledge or consent of his or her parents""  with the aim of isolating the child and manipulating them and makes it a crime with up to a year inprisonment",2,0,-99,legislative,"Jett, Shane",GOP,Education,restricting,https://legiscan.com/OK/bill/SB932/2023,,Avery,0,restrictive,Education
OK,2023,divisive_content_ban,SB866,"Requires any material in schools about gender identity or sexual orientation to be made public, even if it is not for formal lessons. Allows superintendants to decide if schools should teach about gender identity or sexual orientation at all.  Prohibits any instruction, programs, tests, activities, etc about sexual orientation or gender idnentity in grades 1-5. Requires written consent from parents for students to participate in sex ed.",2,0,-99,legislative,"Jett, Shane",GOP,Other,restricting,https://legiscan.com/OK/bill/SB1072/2023,"For personal reasons I could only skim this bill, I would appreciate it if someone else could give it a better read.",Avery,0,restrictive,Other
OK,2023,discussion_ban,HB2546,Bans discussing gender identity or sexual orientation in grades k-5 and requires all other disucussions be developmentally apropriate,2,0,-99,legislative,"Bullard, David, Bergstrom, Michael",GOP,Education,restricting,https://legiscan.com/OK/bill/SB866/2023,,Avery,0,restrictive,Education
OK,2023,discussion_ban,HB2546,Bans discussing gender identity or sexual orientation in grades k-5 and requires all other disucussions be developmentally apropriate,2,0,-99,legilstive,"O'Donnell, Terry, Daniels, Julie, William, Danny, McBride, Mark, Lepak, Mark",GOP,Education,restricting,https://legiscan.com/OK/bill/HB2546/2023,,Avery,0,restrictive,Education
OK,2023,discussion_restriction,HB1947,Anti ESG bill where does not facilitiate access to gender affirming surgeries is a criteria,2,0,-99,legilstive,"O'Donnell, Terry, Daniels, Julie, William, Danny, McBride, Mark, Lepak, Mark",GOP,Education,restricting,https://legiscan.com/OK/bill/HB2546/2023,,Avery,0,restrictive,Education
OK,2023,anti_esg,SB1004,Anti ESG bill that prohibits investing pension funds on the basis of access to gender reassignment surgery,2,0,-99,legislative,"McCall, Charles,Boles, Brad, Davis,Dean",GOP,Economics,restricting,https://legiscan.com/OK/bill/HB1947/2023,,Avery,0,restrictive,Economics
OK,2023,anti_esg,SB1011,"Requires universites publish, among other things, the budget for instututional training regarding race, gender, and sexuality",2,0,-99,legislative,"Jett, Shane",GOP,Economics,restricting,https://legiscan.com/OK/bill/SB1004/2023,,Avery,0,restrictive,Economics
OK,2023,dei_reporting,SB1011,"Requires universites publish, among other things, the budget for instututional training regarding race, gender, and sexuality",2,0,-99,legislative,"Jett, Shane",GOP,Education,neutral,https://legiscan.com/OK/bill/SB1011/2023,,Avery,0,neutral,Education
OK,2023,anti_esg,HB2340,"Anti ESG bill, prohibits governmental entities from entering contracts with companies unless they state that they do not economic boycott, mentions access to gendre affiming care in definition of economic boycott",2,0,-99,legislative,"Lepak, Mark",GOP,Economics,restricting,https://legiscan.com/OK/bill/HB2340/2023,,Avery,0,restrictive,Economics
OK,2023,parental_rights_general,HB2077,Requires the creation of a portal for parents to search up all learning materials avalible to children in their school district,2,0,-99,legislative,"Caldwell, Chad, Rader, Dave",GOP,Education,neutral,https://legiscan.com/OK/bill/HB2077/2023,,Avery,0,neutral,Education
OK,2023,school_accom_restriction,SB26,"Prohibits public schools to have gender neutral bathrooms, and prohibits non coaches from entering bathrooms of a different sex",3,1,1684972800,legislative,"Pemberton, Dewayne",GOP,education,restricting,https://legiscan.com/OK/sponsors/SB26/2023,,Avery,1,restrictive,Education
WI,2023,sports_ban,SB377,"Segregates college sports at public colleges (including intercollegiate, intermural, and club sports) by biological sex and allows female students who are deprived of oppurtunities or harm because of a violation of this bill to bring civil action.",2,0,-99,legislative,"Knodl, Daniel, Quinn, Romaine Robert, Marklien, Howard L. Hutton, Rob, Tomczyk, Cory",GOP,Sports,restricting,https://docs.legis.wisconsin.gov/2023/proposals/sb377,AB378 is house equivalent (linked here https://docs.legis.wisconsin.gov/2023/proposals/ab378,Avery,0,restrictive,Sports
WI,2023,sports_ban,SB378,Segregates public school sports by sex assigned at birth and allows females denied oppurtunities because of violations of this bill to pursue civil action.,2,0,-99,legislative,"Knodl, Daniel, Quinn, Romaine Robert, Marklien, Howard L. Hutton, Rob, Tomczyk, Cory",GOP,Sports,restricting,https://docs.legis.wisconsin.gov/2023/proposals/sb378,AB377 is house equivalent,Avery,0,restrictive,Sports
WI,2023,panic_defense_prohibition,SB307,Bans the gay/trans panic defense,2,0,-99,legislative,"Carpenter, Tim, Spreitzer, Mark, Agard, Melissa, Hesselbein, Diane H.,Larson, Chris, Roys, Kelda, Smith, Jeff",DEM,Safety,expanding,https://docs.legis.wisconsin.gov/2023/proposals/sb307,AB307 is house equivalent,Avery,0,expansive,Safety
WI,2023,conversion_therapy_expand,SB4,States that it is not unprofessional conduct for a social worker or therapist to try to promote an intervention that will change a patient's gender or sexual orientation,2,0,-99,legislative,"Joint Committe For Review of Administrative Rules (Nass, Stephen, Neylon, Adam, Stroebel, Duey, Bradley, Julian, Roys, Kelda, Larson, Chris,Peterson, Kevin, Spiros, John, Conley, Sue S., Baldeh, Samba)",Bipartisan,Medical,restricting,https://docs.legis.wisconsin.gov/2023/related/proposals/sb4,AB3 is House equivalent,Avery,0,restrictive,Health
WI,2023,care_restriction_minor,AB729,Allows minors to consent to certain medical treatments without parental consent but explicitly bans them from independently consenting to gender affirming care,2,0,-99,legislative,"Emerson,Jodi",DEM,Medical,restricting,https://legiscan.com/WI/bill/AB729/2023,,Avery,0,restrictive,Health
WI,2023,care_ban_minor,SB480,Prohibits health care providers from helping a minor receive gender affirming care in any way,2,0,-99,legislative,"Stroebel,Duey",GOP,Medical,restricting,https://legiscan.com/WI/bill/SB480/2023,,Avery,0,restrictive,Health
KY,2023,parental_rights_general,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbringing, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,parental_rights_medical,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbringing, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,discussion_ban,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,forced_outing,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,name_pronoun_restriction,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,parental_rights_transition,HB177,"States that the state (and any political subdivision) cannot substantially burden a parent's right to direct their child's upbrining, morals, religion etc, and the right to make all healthcare decisions for their child. Bans public schools from teaching about sexuality/sex ed from grades k-5 and bans discussions on gender identity and sexual orientation at any grade level. Also mandates that parents are informed if their child wishes to use a name/nickname  or pronoun that does not align with their biological sex, but states that even with parental approval no one should be mandated to respect that child's name/pronouns. Mandates procedures be made to inform parents on a school's policies on student's access to changing rooms, bathrooms, etc. Mandates parental consent is given before medical procedures (such as examinations, surgeries, prescriptions, etc) are given to a child.",2,0,-99,legislative,"Baker, Shane, Henson Decker, Jennifer, Bently, Danny, Branscum, Joshua, Bratcher, Steve, Bray, Josh, Bridges, Randy, Callway, Emily, Calloway, Josh, Doan, Steve, Dossett, Myron, Dotson,Ryan, Fister, Daniel, Flannery, Patrick, Gordon, Deanna Frazier, Freeland, Chris, Fugate, Chris, Gooch, Jim, Hale, David, Hart, Mark, Heath, Richard, Hodgson, John, Huff, Thomas, Imes, Mary, Johnson, DJ, Justice, Jacob, Lockett, Matt, Maddoxx, Savanah, Massaroni, Candy, McCool, Bobby, McPhearson, Shawn, Neigbors, Amy, Petrie, Jason, Pollock, Michael, Proctor, Marianne, Raborn, Felicia, Rawlings, Steve, Raymer, Rebecca, Reed, Brandon, Sharp, Scott, Smith, Tom, Tate, Nancy, Walker, Thomas, Tipton, James, Truett, Timmy, Webber, Russell, Wesley, Bill, White, Richard, Williams, Wade, Witten, Susan Tyler",GOP,Education,restricting,https://legiscan.com/KY/bill/HB177/2023,,Avery,0,restrictive,Education
KY,2023,parental_rights_general,SB150,"Mandates parents are informed on a list of all resources regarding human sexuality, contraception, family planning, and allows parents to deny their child access to those services. If students choose to access those services, their parents will be notified. States that schools should respect the rights of parents in regards to their child's medical (mental and physical) decisions, and states that school districts are not allowed to withold student information from parents. States that a school district cannot require or recommend school employees to refer to a student with a pronoun that does not correspond to their biological sex. Bans sex ed for grades k-5 and bans instruction on gender identity/expression or sexual orientation at any grade level. All sex ed curriculum must be made available to parents. Bans trans students from using communal facilities that align with their gender identity. Bans gender affirming care for minors, including puberty blockers, HRT, and surgeries.",3,1,1680048000,legislative,"Wise, George, Boswell, Gary, Carroll, Danny, Frommmyer, Shelley, Girdler, Rick, Meredith, Steven, Mills, Robert, Schickel, John, Storm, Brandon, Tichenor, Lindsay, Wheeler, Phillip, Williams, Gex, Wilson, Mike",GOP,Education,restricting,https://legiscan.com/KY/bill/SB150/2023,"Vetoed and veto overrulled, currently being challenged in courts",Avery,1,restrictive,Education
